x,y,z
6780.19,20340.6,1723.08
6780.19,20247.7,1711.78
6780.19,20154.8,1717.89
6780.19,20061.9,1708.72
6780.19,19969,1697.82
6780.19,19876.2,1685.13
6780.19,19783.3,1672.76
6780.19,19690.4,1651.76
6873.07,19597.5,1649.57
6965.94,19504.6,1644.31
7058.82,19411.8,1627.9
7151.7,19411.8,1620.05
7058.82,19318.9,1600.64
7151.7,19226,1584.49
7058.82,19226,1581.17
7151.7,19133.1,1576.92
7058.82,19040.2,1568.67
7058.82,19133.1,1563.49
6965.94,19133.1,1556.98
6965.94,19040.2,1550.46
6873.07,19133.1,1547
6780.19,19226,1540.76
6780.19,19133.1,1532.91
6687.31,19226,1526
6687.31,19133.1,1520.75
6594.43,19226,1514.17
6594.43,19133.1,1510.11
6501.55,19226,1501.27
6501.55,19133.1,1496.89
6408.67,19226,1488.31
6408.67,19133.1,1482.2
6408.67,19040.2,1476.42
6315.79,19133.1,1468.24
6315.79,19040.2,1464.19
6315.79,18947.4,1460.99
6315.79,18854.5,1456.34
6408.67,18761.6,1449.36
6315.79,18668.7,1443.45
6222.91,18761.6,1438.53
6130.03,18854.5,1436.73
6037.15,18947.4,1433.48
5944.27,18854.5,1422.97
6037.15,18761.6,1415.66
5944.27,18761.6,1410.21
5851.39,18668.7,1400.11
5851.39,18575.9,1395.79
5758.51,18483,1390.94
5665.63,18575.9,1386.75
5572.76,18575.9,1385.62
5479.88,18483,1376.85
5572.76,18483,1371.53
5479.88,18390.1,1365.08
5387,18297.2,1358.57
5479.88,18297.2,1355.44
5387,18204.3,1346.74
5294.12,18111.5,1337.43
5201.24,18018.6,1332.71
5201.24,17925.7,1328.59
5108.36,17832.8,1320.41
5015.48,17739.9,1309.85
5015.48,17647.1,1303.6
5015.48,17554.2,1302.27
5015.48,17461.3,1289.11
5108.36,17368.4,1284.65
5015.48,17368.4,1279.87
4922.6,17275.5,1274.48
5015.48,17182.7,1269.5
5108.36,17089.8,1265.78
5015.48,16996.9,1259.86
5108.36,16904,1254.48
5108.36,16811.1,1249.82
5015.48,16718.3,1244.51
4922.6,16625.4,1238.66
4829.72,16532.5,1235.93
4736.84,16439.6,1231.88
4643.96,16346.7,1226.36
4551.08,16253.9,1223.9
4458.2,16161,1221.71
4458.2,16068.1,1219.71
4365.33,15975.2,1214.2
4272.45,15882.4,1211.21
4179.57,15789.5,1206.29
4086.69,15696.6,1203.3
4086.69,15603.7,1201.17
4086.69,15510.8,1199.31
4086.69,15418,1197.71
3993.81,15325.1,1193.93
3900.93,15232.2,1189.87
3900.93,15139.3,1187.88
3808.05,15046.4,1185.02
3715.17,14953.6,1180.7
3715.17,14860.7,1177.51
3622.29,14767.8,1181.63
3622.29,14674.9,1178.7
3529.41,14582,1177.18
3436.53,14489.2,1161.75
3343.65,14396.3,1156.24
3250.77,14303.4,1149.99
3157.89,14303.4,1149.59
3065.02,14210.5,1145.74
2972.14,14117.6,1128.85
2972.14,14024.8,1115.69
2972.14,13931.9,1112.3
2879.26,13839,1103.66
2879.26,13746.1,1097.61
2786.38,13653.3,1094.42
2786.38,13560.4,1094.02
2786.38,13467.5,1093.76
2786.38,13374.6,1090.7
2786.38,13281.7,1090.37
2786.38,13188.9,1088.17
2786.38,13096,1086.11
2693.5,13003.1,1082.86
2600.62,12910.2,1080.26
2600.62,12817.3,1079.67
2507.74,12724.5,1077.94
2507.74,12631.6,1078
2414.86,12538.7,1077.01
2321.98,12445.8,1075.15
2229.1,12352.9,1073.15
2136.22,12260.1,1072.22
2043.34,12167.2,1070.89
2043.34,12074.3,1069.43
1950.46,11981.4,1067.5
1950.46,11888.5,1066.44
1950.46,11795.7,1064.71
1857.59,11702.8,1062.92
1764.71,11609.9,1060.52
1671.83,11517,1058.06
1578.95,11424.1,1055.67
1578.95,11331.3,1054.61
1486.07,11238.4,1053.01
1393.19,11145.5,1050.75
1300.31,11052.6,1049.29
1207.43,10959.8,1047.83
1114.55,10866.9,1045.37
1021.67,10774,1042.78
928.793,10681.1,1041.51
835.913,10588.2,1040.98
743.034,10495.4,1040.18
650.155,10402.5,1039.05
557.276,10309.6,1036.46
464.396,10216.7,1036.59
371.517,10123.8,1036
371.517,10031,1034.27
278.638,9938.08,1034.93
185.759,9845.2,1035.2
92.8793,9752.32,1033.54
3.63798e-12,9659.44,1033.14
-92.8793,9566.56,1029.35
-185.759,9473.68,1027.16
-278.638,9473.68,1026.89
-371.517,9380.8,1026.23
-464.396,9380.8,1024.9
-557.276,9380.8,1023.37
-650.155,9380.8,1022.97
-743.034,9380.8,1023.1
-835.913,9380.8,1022.24
-928.793,9380.8,1021.97
-1021.67,9287.93,1020.64
-1114.55,9195.05,1019.58
-1207.43,9102.17,1018.38
-1300.31,9009.29,1017.92
-1393.19,8916.41,1018.05
-1486.07,8823.53,1015.92
-1578.95,8730.65,1014.46
-1671.83,8637.77,1014.39
-1764.71,8637.77,1013.93
-1857.59,8544.89,1012.67
-1950.46,8544.89,1008.94
-2043.34,8452.01,1009.01
-2136.22,8359.13,1005.95
-2229.1,8266.25,1004.16
-2321.98,8173.37,1002.9
-2414.86,8173.37,1001.7
-2507.74,8080.5,1001.03
-2600.62,7987.62,1001.1
-2693.5,7894.74,1000.97
-2786.38,7801.86,998.641
-2879.26,7801.86,997.312
-2972.14,7708.98,995.916
-3065.02,7708.98,994.454
-3157.89,7708.98,993.789
-3250.77,7616.1,992.659
-3343.65,7616.1,991.197
-3436.53,7616.1,990.532
-3529.41,7616.1,989.801
-3622.29,7616.1,989.934
-3715.17,7616.1,987.674
-3808.05,7523.22,987.408
-3900.93,7523.22,986.212
-3993.81,7523.22,987.142
-4086.69,7523.22,986.943
-4179.57,7523.22,984.55
-4272.45,7523.22,982.024
-4365.33,7523.22,981.359
-4458.2,7430.34,981.094
-4551.08,7430.34,980.628
-4643.96,7337.46,980.761
-4736.84,7244.58,982.224
-4829.72,7151.7,982.955
-4922.6,7058.82,980.362
-5015.48,6965.94,980.628
-5108.36,6873.07,978.036
-5201.24,6873.07,971.987
-5294.12,6780.19,962.815
-5387,6687.31,962.482
-5479.88,6687.31,958.162
-5387,6780.19,952.313
-5479.88,6780.19,948.059
-5572.76,6780.19,945.467
-5665.63,6873.07,940.747
-5758.51,6965.94,939.551
-5851.39,7058.82,937.158
-5944.27,7151.7,935.031
-6037.15,7244.58,940.282
-6130.03,7337.46,949.322
-6222.91,7430.34,944.935
-6130.03,7430.34,934.765
-6222.91,7523.22,922.801
-6315.79,7616.1,929.581
-6315.79,7708.98,920.74
-6408.67,7801.86,915.556
-6501.55,7894.74,909.973
-6594.43,7987.62,909.973
-6594.43,8080.5,901.066
-6687.31,8173.37,886.31
-6780.19,8266.25,885.778
-6780.19,8359.13,881.458
-6873.07,8452.01,881.192
-6965.94,8544.89,878.533
-6873.07,8637.77,882.255
-6873.07,8730.65,876.738
-6965.94,8823.53,868.031
-6873.07,8916.41,858.659
-6965.94,9009.29,838.652
-7058.82,9102.17,840.779
-7058.82,9195.05,838.851
-7151.7,9287.93,837.256
-7244.58,9380.8,843.371
-7244.58,9473.68,837.123
-7244.58,9566.56,833.135
-7151.7,9659.44,821.836
-7244.58,9752.32,811.799
-7244.58,9845.2,811.666
-7337.46,9938.08,811.799
-7337.46,10031,810.935
-7337.46,10123.8,808.475
-7337.46,10216.7,805.617
-7337.46,10309.6,805.75
-7337.46,10402.5,806.747
-7337.46,10495.4,807.013
-7430.34,10588.2,805.218
-7430.34,10681.1,805.218
-7430.34,10774,805.019
-7523.22,10866.9,807.345
-7616.1,10866.9,808.143
-7708.98,10959.8,810.735
-7801.86,11052.6,810.602
-7894.74,11145.5,811.865
-7987.62,11238.4,815.72
-8080.5,11238.4,817.648
-8173.37,11238.4,822.035
-8266.25,11238.4,826.289
-8359.13,11238.4,832.005
-8452.01,11238.4,839.649
-8544.89,11238.4,840.978
-8637.77,11238.4,838.386
-8730.65,11238.4,834.531
-8823.53,11238.4,830.875
-8916.41,11331.3,826.688
-9009.29,11424.1,824.76
-9102.17,11517,840.314
-9195.05,11609.9,837.456
-9287.93,11702.8,844.169
-9380.8,11795.7,841.444
-9473.68,11888.5,841.643
-9566.56,11981.4,839.716
-9659.44,11981.4,846.695
-9752.32,11981.4,854.604
-9845.2,11981.4,858.061
-9938.08,12074.3,872.086
-9938.08,12167.2,883.518
-10031,12260.1,898.474
-10123.8,12260.1,902.794
-10216.7,12260.1,917.55
-10309.6,12260.1,938.886
-10402.5,12260.1,951.848
-10495.4,12260.1,952.712
-10588.2,12167.2,952.379
-10681.1,12074.3,944.204
-10774,12074.3,962.881
-10866.9,12074.3,972.785
-10959.8,12074.3,972.918
-11052.6,12167.2,985.879
-11145.5,12167.2,983.686
-11238.4,12074.3,985.613
-11331.3,12074.3,995.052
-11424.1,12074.3,996.248
-11517,11981.4,995.783
-11609.9,12074.3,1006.02
-11702.8,12167.2,1003.03
-11795.7,12167.2,1008.15
-11888.5,12074.3,1005.22
-11981.4,12074.3,1010.94
-12074.3,12074.3,1016.26
-12167.2,12074.3,1019.58
-12260.1,11981.4,1025.23
-12352.9,11888.5,1033.87
-12445.8,11795.7,1034.53
-12538.7,11702.8,1031.61
-12631.6,11702.8,1037.13
-12724.5,11702.8,1037.79
-12817.3,11702.8,1036
-12910.2,11795.7,1042.24
-13003.1,11795.7,1040.05
-13096,11795.7,1042.11
-13188.9,11795.7,1044.84
-13281.7,11795.7,1045.83
-13374.6,11795.7,1056.93
-13467.5,11702.8,1065.97
-13560.4,11702.8,1075.01
-13653.3,11702.8,1076.94
-13560.4,11795.7,1094.89
-13653.3,11795.7,1105.19
-13746.1,11795.7,1115.36
-13839,11795.7,1125.4
-13931.9,11795.7,1138.09
-13839,11888.5,1157.5
-13931.9,11888.5,1171.13
-13839,11981.4,1201.17
-13931.9,11981.4,1211.14
-14024.8,11981.4,1221.31
-14117.6,11981.4,1223.9
-14210.5,11981.4,1219.25
-14303.4,12074.3,1233.54
-14396.3,12167.2,1241.45
-14303.4,12167.2,1263.65
-14210.5,12074.3,1270.43
-14117.6,12074.3,1282.59
-14024.8,12074.3,1291.63
-13931.9,12074.3,1305.79
-13839,12167.2,1327.99
-13931.9,12167.2,1354.31
-14024.8,12167.2,1358.37
-14117.6,12260.1,1384.56
-14210.5,12352.9,1394.79
-14303.4,12445.8,1411.74
-14396.3,12538.7,1417.59
-14396.3,12631.6,1423.24
-14396.3,12724.5,1429.56
-14396.3,12817.3,1461.06
-14489.2,12817.3,1478.28
-14582,12817.3,1487.71
-14674.9,12817.3,1494.03
-14767.8,12817.3,1502.47
-14674.9,12910.2,1533.31
-14582,13003.1,1549.6
-14674.9,13003.1,1551.99
-14767.8,12910.2,1551.99
-14860.7,12910.2,1562.09
-14767.8,13003.1,1569.74
-14674.9,13096,1592.54
-14767.8,13096,1593.93
-14860.7,13188.9,1589.34
-14767.8,13281.7,1586.29
-14767.8,13374.6,1574.19
-14860.7,13467.5,1585.49
-14953.6,13560.4,1620.92
-15046.4,13653.3,1655.48
-15139.3,13653.3,1663.99
-15232.2,13746.1,1683.6
-15139.3,13839,1681.8
-15046.4,13931.9,1670.24
-15139.3,13931.9,1664.45
-15046.4,14024.8,1643.52
-14953.6,14117.6,1635.21
-14860.7,14210.5,1618.92
-14860.7,14303.4,1627.36
-14860.7,14396.3,1599.51
-14860.7,14489.2,1650.7
-14860.7,14582,1668.64
-14860.7,14674.9,1710.72
-14953.6,14767.8,1699.75
-14953.6,14860.7,1739.76
-14860.7,14953.6,1761.17
-14767.8,15046.4,1736.31
-14860.7,15139.3,1702.61
-14860.7,15046.4,1679.28
-14953.6,14953.6,1663.06
-15046.4,15046.4,1667.45
-15046.4,15046.4,1667.45
-14953.6,14953.6,1663.06
-14860.7,15046.4,1679.28
-14860.7,15139.3,1702.61
-14767.8,15046.4,1736.31
-14860.7,14953.6,1761.17
-14953.6,14860.7,1739.76
-14953.6,14767.8,1699.75
-14860.7,14674.9,1710.72
-14860.7,14582,1668.64
-14860.7,14489.2,1650.7
-14860.7,14396.3,1599.51
-14860.7,14303.4,1627.36
-14860.7,14210.5,1618.92
-14953.6,14117.6,1635.21
-15046.4,14024.8,1643.52
-15139.3,13931.9,1664.45
-15046.4,13931.9,1670.24
-15139.3,13839,1681.8
-15232.2,13746.1,1683.6
-15139.3,13653.3,1663.99
-15046.4,13653.3,1655.48
-14953.6,13560.4,1620.92
-14860.7,13467.5,1585.49
-14767.8,13374.6,1574.19
-14767.8,13281.7,1586.29
-14860.7,13188.9,1589.34
-14767.8,13096,1593.93
-14674.9,13096,1592.54
-14767.8,13003.1,1569.74
-14860.7,12910.2,1562.09
-14767.8,12910.2,1551.99
-14674.9,13003.1,1551.99
-14582,13003.1,1549.6
-14674.9,12910.2,1533.31
-14767.8,12817.3,1502.47
-14674.9,12817.3,1494.03
-14582,12817.3,1487.71
-14489.2,12817.3,1478.28
-14396.3,12817.3,1461.06
-14396.3,12724.5,1429.56
-14396.3,12631.6,1423.24
-14396.3,12538.7,1417.59
-14303.4,12445.8,1411.74
-14210.5,12352.9,1394.79
-14117.6,12260.1,1384.56
-14024.8,12167.2,1358.37
-13931.9,12167.2,1354.31
-13839,12167.2,1327.99
-13931.9,12074.3,1305.79
-14024.8,12074.3,1291.63
-14117.6,12074.3,1282.59
-14210.5,12074.3,1270.43
-14303.4,12167.2,1263.65
-14396.3,12167.2,1241.45
-14303.4,12074.3,1233.54
-14210.5,11981.4,1219.25
-14117.6,11981.4,1223.9
-14024.8,11981.4,1221.31
-13931.9,11981.4,1211.14
-13839,11981.4,1201.17
-13931.9,11888.5,1171.13
-13839,11888.5,1157.5
-13931.9,11795.7,1138.09
-13839,11795.7,1125.4
-13746.1,11795.7,1115.36
-13653.3,11795.7,1105.19
-13560.4,11795.7,1094.89
-13653.3,11702.8,1076.94
-13560.4,11702.8,1075.01
-13467.5,11702.8,1065.97
-13374.6,11795.7,1056.93
-13281.7,11795.7,1045.83
-13188.9,11795.7,1044.84
-13096,11795.7,1042.11
-13003.1,11795.7,1040.05
-12910.2,11795.7,1042.24
-12817.3,11702.8,1036
-12724.5,11702.8,1037.79
-12631.6,11702.8,1037.13
-12538.7,11702.8,1031.61
-12445.8,11795.7,1034.53
-12352.9,11888.5,1033.87
-12260.1,11981.4,1025.23
-12167.2,12074.3,1019.58
-12074.3,12074.3,1016.26
-11981.4,12074.3,1010.94
-11888.5,12074.3,1005.22
-11795.7,12167.2,1008.15
-11702.8,12167.2,1003.03
-11609.9,12074.3,1006.02
-11517,11981.4,995.783
-11424.1,12074.3,996.248
-11331.3,12074.3,995.052
-11238.4,12074.3,985.613
-11145.5,12167.2,983.686
-11052.6,12167.2,985.879
-10959.8,12074.3,972.918
-10866.9,12074.3,972.785
-10774,12074.3,962.881
-10681.1,12074.3,944.204
-10588.2,12167.2,952.379
-10495.4,12260.1,952.712
-10402.5,12260.1,951.848
-10309.6,12260.1,938.886
-10216.7,12260.1,917.55
-10123.8,12260.1,902.794
-10031,12260.1,898.474
-9938.08,12167.2,883.518
-9938.08,12074.3,872.086
-9845.2,11981.4,858.061
-9752.32,11981.4,854.604
-9659.44,11981.4,846.695
-9566.56,11981.4,839.716
-9473.68,11888.5,841.643
-9380.8,11795.7,841.444
-9287.93,11702.8,844.169
-9195.05,11609.9,837.456
-9102.17,11517,840.314
-9009.29,11424.1,824.76
-8916.41,11331.3,826.688
-8823.53,11238.4,830.875
-8730.65,11238.4,834.531
-8637.77,11238.4,838.386
-8544.89,11238.4,840.978
-8452.01,11238.4,839.649
-8359.13,11238.4,832.005
-8266.25,11238.4,826.289
-8173.37,11238.4,822.035
-8080.5,11238.4,817.648
-7987.62,11238.4,815.72
-7894.74,11145.5,811.865
-7801.86,11052.6,810.602
-7708.98,10959.8,810.735
-7616.1,10866.9,808.143
-7523.22,10866.9,807.345
-7430.34,10774,805.019
-7430.34,10681.1,805.218
-7430.34,10588.2,805.218
-7337.46,10495.4,807.013
-7337.46,10402.5,806.747
-7337.46,10309.6,805.75
-7337.46,10216.7,805.617
-7337.46,10123.8,808.475
-7337.46,10031,810.935
-7337.46,9938.08,811.799
-7244.58,9845.2,811.666
-7244.58,9752.32,811.799
-7151.7,9659.44,821.836
-7244.58,9566.56,833.135
-7244.58,9473.68,837.123
-7244.58,9380.8,843.371
-7151.7,9287.93,837.256
-7058.82,9195.05,838.851
-7058.82,9102.17,840.779
-6965.94,9009.29,838.652
-6873.07,8916.41,858.659
-6965.94,8823.53,868.031
-6873.07,8730.65,876.738
-6873.07,8637.77,882.255
-6965.94,8544.89,878.533
-6873.07,8452.01,881.192
-6780.19,8359.13,881.458
-6780.19,8266.25,885.778
-6687.31,8173.37,886.31
-6594.43,8080.5,901.066
-6594.43,7987.62,909.973
-6501.55,7894.74,909.973
-6408.67,7801.86,915.556
-6315.79,7708.98,920.74
-6315.79,7616.1,929.581
-6222.91,7523.22,922.801
-6130.03,7430.34,934.765
-6222.91,7430.34,944.935
-6130.03,7337.46,949.322
-6037.15,7244.58,940.282
-5944.27,7151.7,935.031
-5851.39,7058.82,937.158
-5758.51,6965.94,939.551
-5665.63,6873.07,940.747
-5572.76,6780.19,945.467
-5479.88,6780.19,948.059
-5387,6780.19,952.313
-5479.88,6687.31,958.162
-5387,6687.31,962.482
-5294.12,6780.19,962.815
-5201.24,6873.07,971.987
-5108.36,6873.07,978.036
-5015.48,6965.94,980.628
-4922.6,7058.82,980.362
-4829.72,7151.7,982.955
-4736.84,7244.58,982.224
-4643.96,7337.46,980.761
-4551.08,7430.34,980.628
-4458.2,7430.34,981.094
-4365.33,7523.22,981.359
-4272.45,7523.22,982.024
-4179.57,7523.22,984.55
-4086.69,7523.22,986.943
-3993.81,7523.22,987.142
-3900.93,7523.22,986.212
-3808.05,7523.22,987.408
-3715.17,7616.1,987.674
-3622.29,7616.1,989.934
-3529.41,7616.1,989.801
-3436.53,7616.1,990.532
-3343.65,7616.1,991.197
-3250.77,7616.1,992.659
-3157.89,7708.98,993.789
-3065.02,7708.98,994.454
-2972.14,7708.98,995.916
-2879.26,7801.86,997.312
-2786.38,7801.86,998.641
-2693.5,7894.74,1000.97
-2600.62,7987.62,1001.1
-2507.74,8080.5,1001.03
-2414.86,8173.37,1001.7
-2321.98,8173.37,1002.9
-2229.1,8266.25,1004.16
-2136.22,8359.13,1005.95
-2043.34,8452.01,1009.01
-1950.46,8544.89,1008.94
-1857.59,8544.89,1012.67
-1764.71,8637.77,1013.93
-1671.83,8637.77,1014.39
-1578.95,8730.65,1014.46
-1486.07,8823.53,1015.92
-1393.19,8916.41,1018.05
-1300.31,9009.29,1017.92
-1207.43,9102.17,1018.38
-1114.55,9195.05,1019.58
-1021.67,9287.93,1020.64
-928.793,9380.8,1021.97
-835.913,9380.8,1022.24
-743.034,9380.8,1023.1
-650.155,9380.8,1022.97
-557.276,9380.8,1023.37
-464.396,9380.8,1024.9
-371.517,9380.8,1026.23
-278.638,9473.68,1026.89
-185.759,9473.68,1027.16
-92.8793,9566.56,1029.35
3.63798e-12,9659.44,1033.14
92.8793,9752.32,1033.54
185.759,9845.2,1035.2
278.638,9938.08,1034.93
371.517,10031,1034.27
464.396,10123.8,1037.72
557.276,10216.7,1038.26
650.155,10309.6,1038.39
743.034,10402.5,1040.72
835.913,10495.4,1040.92
928.793,10588.2,1042.38
1021.67,10681.1,1042.11
1114.55,10774,1044.7
1207.43,10866.9,1046.83
1300.31,10959.8,1049.36
1393.19,11052.6,1050.82
1486.07,11145.5,1051.35
1578.95,11238.4,1054.01
1671.83,11331.3,1056
1764.71,11424.1,1058.46
1857.59,11517,1060.92
1950.46,11609.9,1064.58
2043.34,11702.8,1066.9
2136.22,11795.7,1068.3
2229.1,11888.5,1070.76
2321.98,11981.4,1074.95
2414.86,12074.3,1077.67
2507.74,12167.2,1081.73
2600.62,12260.1,1085.78
2693.5,12260.1,1088.71
2786.38,12260.1,1091.5
2879.26,12260.1,1095.02
2972.14,12352.9,1101.2
2972.14,12445.8,1105.39
2972.14,12538.7,1109.58
3065.02,12538.7,1113.37
2972.14,12631.6,1119.35
3065.02,12631.6,1122.74
3065.02,12724.5,1127.72
3157.89,12817.3,1135.03
3250.77,12817.3,1140.55
3250.77,12910.2,1146.93
3343.65,12817.3,1153.31
3343.65,12910.2,1159.43
3250.77,13003.1,1171.53
3343.65,13003.1,1180.43
3436.53,13003.1,1194.46
3529.41,12910.2,1196.05
3436.53,12817.3,1206.02
3529.41,12724.5,1223.7
3529.41,12817.3,1242.31
3622.29,12910.2,1244.57
3715.17,13003.1,1270.96
3808.05,12910.2,1305.92
3715.17,12817.3,1346.14
3808.05,12817.3,1360.83
3900.93,12817.3,1361.09
3993.81,12724.5,1353.52
4086.69,12631.6,1388.15
4179.57,12538.7,1430.69
4272.45,12445.8,1438.59
4365.33,12352.9,1476.22
4272.45,12260.1,1486.05
4365.33,12260.1,1494.1
4272.45,12167.2,1519.49
4365.33,12167.2,1533.11
4458.2,12167.2,1537.9
4365.33,12074.3,1559.1
4458.2,12074.3,1565.02
4365.33,11981.4,1578.44
4272.45,11888.5,1580.17
4365.33,11888.5,1591.8
4272.45,11795.7,1595.73
4365.33,11795.7,1604.9
4458.2,11888.5,1610.55
4551.08,11888.5,1618.13
4643.96,11981.4,1625.11
4643.96,11888.5,1631.22
4551.08,11795.7,1642.12
4458.2,11702.8,1650.83
4551.08,11702.8,1657.08
4643.96,11702.8,1663.72
4551.08,11609.9,1675.36
4643.96,11609.9,1682.93
4551.08,11517,1695.16
4643.96,11517,1701.28
4551.08,11424.1,1709.32
4643.96,11424.1,1714.64
4551.08,11331.3,1723.88
4458.2,11238.4,1730.19
4551.08,11238.4,1735.18
4458.2,11145.5,1744.28
4551.08,11145.5,1750.33
4643.96,11145.5,1754.59
4736.84,11145.5,1765.35
4643.96,11052.6,1772.8
4736.84,11052.6,1776.05
4829.72,11052.6,1778.51
4922.6,11145.5,1785.09
4922.6,11052.6,1791.21
4829.72,10959.8,1795.66
4736.84,10866.9,1801.98
4643.96,10866.9,1804.9
4736.84,10774,1811.22
4643.96,10774,1817.26
4551.08,10774,1821.19
4458.2,10681.1,1826.77
4551.08,10681.1,1829.63
4643.96,10588.2,1833.48
4551.08,10588.2,1837.07
4458.2,10495.4,1843.92
4551.08,10402.5,1851.36
4458.2,10309.6,1858.21
4551.08,10309.6,1861.67
4458.2,10216.7,1866.19
4551.08,10216.7,1873.63
4458.2,10123.8,1876.22
4458.2,10031,1881.47
4458.2,9938.08,1888.52
4551.08,10031,1893.77
4643.96,10031,1900.95
4736.84,10031,1907.6
4643.96,9938.08,1911.78
4643.96,9845.2,1916.63
4736.84,9845.2,1921.62
4736.84,9752.32,1925.87
4829.72,9659.44,1930.99
4922.6,9752.32,1938.3
5015.48,9845.2,1944.42
5108.36,9938.08,1949.2
5201.24,9845.2,1956.52
5201.24,9752.32,1960.04
5294.12,9659.44,1966.95
5294.12,9566.56,1970.47
5294.12,9473.68,1974.06
5387,9566.56,1979.05
5387,9473.68,1985.16
5387,9380.8,1988.69
5479.88,9473.68,1992.48
5479.88,9380.8,1997.26
5572.76,9380.8,2003.24
5665.63,9380.8,2006.37
5758.51,9380.8,2013.88
5665.63,9287.93,2020.39
5758.51,9195.05,2027.84
5851.39,9195.05,2030.69
5944.27,9195.05,2036.01
5944.27,9102.17,2041.79
5944.27,9009.29,2046.12
6037.15,9102.17,2052.43
6130.03,9009.29,2059.01
6222.91,8916.41,2066.06
6315.79,8916.41,2070.11
6222.91,8823.53,2076.16
6315.79,8823.53,2081.74
6408.67,8823.53,2086.66
6315.79,8730.65,2091.18
6408.67,8637.77,2099.16
6315.79,8544.89,2106.07
6408.67,8544.89,2109.79
6315.79,8452.01,2113.65
6408.67,8452.01,2116.84
6315.79,8359.13,2121.96
6408.67,8266.25,2127.67
6501.55,8173.37,2134.32
6501.55,8080.5,2139.77
6501.55,7987.62,2144.75
6501.55,7894.74,2149.81
6408.67,7894.74,2154.06
6315.79,7894.74,2158.11
6222.91,7801.86,2164.43
6130.03,7801.86,2169.15
6037.15,7801.86,2172.54
6130.03,7708.98,2178.05
6037.15,7708.98,2182.38
6037.15,7616.1,2187.49
5944.27,7616.1,2192.54
5851.39,7616.1,2197.73
5758.51,7523.22,2202.45
5665.63,7430.34,2208.56
5758.51,7337.46,2214.28
5758.51,7244.58,2219.27
5665.63,7244.58,2222.19
5572.76,7151.7,2229.5
5665.63,7058.82,2235.15
5758.51,6965.94,2240.27
5665.63,6965.94,2243.26
5758.51,6873.07,2249.44
5665.63,6873.07,2251.3
5758.51,6780.19,2257.35
5665.63,6780.19,2261.21
5758.51,6687.31,2267.79
5851.39,6594.43,2271.64
5944.27,6594.43,2274.03
5851.39,6501.55,2279.75
5758.51,6501.55,2284.54
5851.39,6408.67,2288.99
5758.51,6408.67,2292.65
5665.63,6408.67,2296.63
5758.51,6315.79,2301.75
5851.39,6222.91,2307.14
5758.51,6222.91,2311.59
5851.39,6130.03,2316.38
5758.51,6130.03,2319.03
5665.63,6130.03,2324.02
5572.76,6037.15,2329.34
5665.63,6037.15,2334.65
5758.51,5944.27,2341.57
5665.63,5944.27,2351.87
5572.76,5944.27,2358.12
5665.63,5851.39,2371.54
5758.51,5758.51,2381.12
5665.63,5758.51,2395.61
5758.51,5665.63,2405.31
5665.63,5665.63,2412.42
5572.76,5665.63,2418.14
5479.88,5758.51,2425.38
5387,5665.63,2431.17
5387,5758.51,2438.34
5294.12,5665.63,2444.99
5294.12,5758.51,2449.71
5201.24,5665.63,2463.27
5201.24,5572.76,2465.4
5201.24,5479.88,2469.52
5201.24,5387,2482.81
5108.36,5479.88,2501.36
5015.48,5572.76,2517.64
5015.48,5479.88,2530.87
4922.6,5572.76,2545.56
4922.6,5479.88,2557.79
4922.6,5387,2576.6
4829.72,5479.88,2584.91
4829.72,5387,2597.34
4922.6,5294.12,2615.02
5015.48,5201.24,2633.23
5108.36,5108.36,2652.24
5201.24,5015.48,2652.57
5201.24,4922.6,2668.86
5201.24,4829.72,2685.74
5108.36,4922.6,2704.42
5015.48,5015.48,2714.59
4922.6,5015.48,2721.83
4829.72,4922.6,2730.21
4922.6,4922.6,2736.59
4829.72,4829.72,2741.11
4736.84,4736.84,2750.35
4643.96,4736.84,2754.4
4736.84,4643.96,2760.18
4829.72,4643.96,2763.31
4829.72,4551.08,2770.82
4922.6,4551.08,2777.86
4829.72,4458.2,2782.52
4922.6,4458.2,2785.77
5015.48,4458.2,2792.62
4922.6,4365.33,2796.87
5015.48,4365.33,2802.13
5108.36,4365.33,2807.11
5015.48,4272.45,2809.9
5108.36,4272.45,2817.95
5015.48,4179.57,2831.84
4922.6,4179.57,2838.42
4829.72,4179.57,2842.01
4736.84,4179.57,2849.38
4643.96,4179.57,2859.95
4736.84,4086.69,2873.11
4643.96,4086.69,2879.89
4551.08,4086.69,2886.74
4643.96,3993.81,2896.24
4551.08,3993.81,2903.56
4458.2,3993.81,2910.8
4551.08,3900.93,2921.44
4551.08,3808.05,2927.29
4551.08,3715.17,2933.2
4551.08,3622.29,2936.59
4643.96,3529.41,2944.7
4736.84,3436.53,2951.68
4829.72,3436.53,2954.6
4736.84,3343.65,2960.12
4643.96,3250.77,2966.83
4551.08,3250.77,2971.69
4643.96,3157.89,2982.12
4551.08,3157.89,2986.18
4458.2,3157.89,2994.62
4365.33,3157.89,3002.46
4272.45,3250.77,3007.31
4179.57,3343.65,3019.34
4086.69,3436.53,3027.12
3993.81,3529.41,3040.55
3993.81,3436.53,3050.38
3993.81,3343.65,3057.5
3993.81,3250.77,3063.41
3993.81,3157.89,3068.86
3993.81,3065.02,3073.78
3900.93,3157.89,3083.82
3900.93,3065.02,3088.8
3808.05,3157.89,3098.91
3808.05,3065.02,3104.02
